Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       191	  0.828875	 10.200146	  3.898943	  2.593969	 15.795685	  1.437604	
       192	  0.828893	 11.706046	  3.882989	  2.579522	 15.698027	  1.436943	
       193	  0.828911	 11.210043	  3.864052	  2.560588	 15.577747	  1.437625	
       194	  0.828929	 10.596939	  3.843685	  2.539475	 15.477919	  1.436087	
       195	  0.828947	 10.568461	  3.826373	  2.517915	 15.342464	  1.441705	
       196	  0.828965	 11.383681	  3.807639	  2.496636	 15.243185	  1.442208	
       197	  0.828984	 10.088942	  3.787972	  2.472400	 15.133937	  1.444416	
       198	  0.829002	 10.560333	  3.769130	  2.452898	 15.044997	  1.442865	
       199	  0.829020	  9.336156	  3.750969	  2.430834	 14.978098	  1.441550	
       200	  0.829038	 10.612957	  3.735369	  2.414556	 14.908642	  1.439999	
       201	  0.829056	  9.612173	  3.718069	  2.396177	 14.845091	  1.437189	
       202	  0.829074	 10.217890	  3.702471	  2.380355	 14.766757	  1.436279	
       203	  0.829093	  9.488901	  3.686048	  2.362405	 14.682390	  1.436340	
       204	  0.829111	 10.726649	  3.671804	  2.349248	 14.629236	  1.432940	
       205	  0.829129	 10.431345	  3.655265	  2.336922	 14.555917	  1.428309	
       206	  0.829147	  9.717723	  3.637709	  2.324739	 14.508893	  1.419781	
       207	  0.829165	  9.483306	  3.621635	  2.311880	 14.455929	  1.414019	
       208	  0.829183	  9.025167	  3.605088	  2.299899	 14.418397	  1.405629	
       209	  0.829202	  9.575755	  3.589686	  2.286343	 14.356303	  1.402006	
       210	  0.829220	  9.276156	  3.574856	  2.273349	 14.290954	  1.399037	
       211	  0.829238	 10.556199	  3.561366	  2.263909	 14.226071	  1.395384	
       212	  0.829256	 10.041832	  3.545692	  2.250508	 14.150099	  1.392738	
       213	  0.829274	  9.656882	  3.530445	  2.238496	 14.072466	  1.389899	
       214	  0.829292	  9.561834	  3.516191	  2.228966	 13.991222	  1.387042	
       215	  0.829311	  9.068670	  3.502171	  2.216388	 13.930463	  1.384360	
       216	  0.829329	  7.985373	  3.487882	  2.204784	 13.855468	  1.382176	
       217	  0.829347	  8.566021	  3.473129	  2.191129	 13.765014	  1.382331	
       218	  0.829365	  9.071181	  3.458958	  2.180847	 13.699449	  1.378512	
       219	  0.829383	  7.981103	  3.443971	  2.168632	 13.621274	  1.376246	
       220	  0.829401	  9.953320	  3.429987	  2.160461	 13.538415	  1.373065	
       221	  0.829420	  8.474887	  3.417254	  2.154708	 13.474244	  1.367923	
       222	  0.829438	  8.343849	  3.403042	  2.145072	 13.410460	  1.363467	
       223	  0.829456	  8.399942	  3.391351	  2.135792	 13.337658	  1.362780	
       224	  0.829474	  8.466971	  3.378533	  2.126805	 13.278423	  1.359137	
       225	  0.829492	  9.053451	  3.363943	  2.113687	 13.205768	  1.357430	
       226	  0.829511	  8.805915	  3.348828	  2.100352	 13.116893	  1.356933	
       227	  0.829529	  8.237086	  3.335677	  2.086479	 13.034902	  1.358528	
       228	  0.829547	  8.242978	  3.321613	  2.072190	 12.968129	  1.357712	
       229	  0.829565	  7.682375	  3.306565	  2.057570	 12.871884	  1.359059	
       230	  0.829583	  6.783387	  3.291382	  2.039754	 12.792964	  1.360613	
       231	  0.829601	  8.529261	  3.276937	  2.024627	 12.727686	  1.359848	
       232	  0.829620	  9.716161	  3.262041	  2.012144	 12.658681	  1.357127	
       233	  0.829638	  8.193740	  3.247968	  1.999721	 12.598163	  1.354496	
       234	  0.829656	  8.584982	  3.234973	  1.987813	 12.536768	  1.352982	
       235	  0.829674	  7.978672	  3.222961	  1.977493	 12.497492	  1.349210	
       236	  0.829692	  8.026327	  3.210252	  1.969073	 12.473115	  1.341611	
