Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       150	  0.828130	  3.868454	  3.268831	  2.570880	 11.327684	  1.189686	
       151	  0.828148	  3.765317	  3.257047	  2.558035	 11.271267	  1.188748	
       152	  0.828166	  3.869128	  3.245472	  2.545869	 11.199133	  1.189417	
       153	  0.828184	  3.800377	  3.234364	  2.525984	 11.158012	  1.191001	
       154	  0.828202	  3.756924	  3.224686	  2.511849	 11.126397	  1.190421	
       155	  0.828221	  3.564276	  3.209471	  2.488998	 11.068503	  1.190738	
       156	  0.828239	  3.584377	  3.191780	  2.453993	 11.048837	  1.190148	
       157	  0.828257	  3.740946	  3.177699	  2.428220	 11.041956	  1.187779	
       158	  0.828275	  3.795656	  3.164287	  2.404753	 11.008711	  1.187946	
       159	  0.828293	  3.743915	  3.155713	  2.385079	 11.031409	  1.185670	
       160	  0.828311	  3.724022	  3.144002	  2.371461	 10.981590	  1.184662	
       161	  0.828330	  3.655461	  3.133975	  2.362558	 10.929480	  1.183435	
       162	  0.828348	  3.733211	  3.122055	  2.353436	 10.856865	  1.182410	
       163	  0.828366	  3.627877	  3.108992	  2.342732	 10.777979	  1.181599	
       164	  0.828384	  3.536053	  3.098782	  2.333402	 10.716664	  1.181442	
       165	  0.828402	  3.745501	  3.086360	  2.324472	 10.642083	  1.180020	
       166	  0.828420	  3.504477	  3.077230	  2.314421	 10.595459	  1.179880	
       167	  0.828439	  3.804628	  3.068973	  2.308396	 10.540569	  1.179603	
       168	  0.828457	  3.670730	  3.065334	  2.306524	 10.498171	  1.181142	
       169	  0.828475	  3.702366	  3.058881	  2.295388	 10.484161	  1.181028	
       170	  0.828493	  3.502407	  3.048187	  2.284543	 10.449546	  1.178151	
       171	  0.828511	  3.570628	  3.043427	  2.282374	 10.446458	  1.174070	
       172	  0.828529	  3.665670	  3.032069	  2.271078	 10.401826	  1.171792	
       173	  0.828548	  3.576041	  3.018015	  2.258932	 10.354581	  1.167104	
       174	  0.828566	  3.439405	  3.005208	  2.243235	 10.299284	  1.166684	
       175	  0.828584	  3.385453	  2.991950	  2.232693	 10.250718	  1.162238	
       176	  0.828602	  3.548565	  2.977297	  2.217160	 10.202145	  1.158809	
       177	  0.828620	  3.544635	  2.964348	  2.203681	 10.145482	  1.157235	
       178	  0.828638	  3.565488	  2.949654	  2.192323	 10.054129	  1.156486	
       179	  0.828657	  3.521961	  2.936781	  2.175485	 10.007043	  1.155743	
       180	  0.828675	  3.488436	  2.923073	  2.165857	  9.910904	  1.155860	
       181	  0.828693	  3.408950	  2.911349	  2.152445	  9.851076	  1.156181	
       182	  0.828711	  3.266274	  2.899365	  2.139938	  9.782647	  1.156748	
       183	  0.828729	  3.630985	  2.887517	  2.127394	  9.728073	  1.155873	
       184	  0.828747	  3.295999	  2.877811	  2.111873	  9.691706	  1.157093	
       185	  0.828766	  3.353837	  2.866350	  2.098024	  9.639437	  1.157193	
       186	  0.828784	  3.471213	  2.858132	  2.092767	  9.580163	  1.157297	
       187	  0.828802	  3.338745	  2.848356	  2.084330	  9.522072	  1.157164	
       188	  0.828820	  3.380117	  2.840459	  2.077434	  9.492911	  1.154929	
       189	  0.828838	  3.344462	  2.832081	  2.072208	  9.428360	  1.155519	
       190	  0.828856	  3.347878	  2.824958	  2.071532	  9.380250	  1.153059	
       191	  0.828875	  3.430757	  2.821868	  2.069008	  9.372330	  1.151654	
       192	  0.828893	  3.546644	  2.818079	  2.063484	  9.356746	  1.152044	
       193	  0.828911	  3.373612	  2.812569	  2.054193	  9.354333	  1.150819	
       194	  0.828929	  3.296537	  2.809785	  2.044251	  9.383749	  1.149415	
       195	  0.828947	  3.248998	  2.806462	  2.034227	  9.407971	  1.148066	
       196	  0.828965	  3.520475	  2.801671	  2.022041	  9.430069	  1.146443	
       197	  0.828984	  3.213995	  2.795208	  2.010570	  9.434004	  1.144594	
       198	  0.829002	  3.293186	  2.791258	  1.992136	  9.498118	  1.142621	
       199	  0.829020	  3.252640	  2.791518	  1.979388	  9.577804	  1.140789	
       200	  0.829038	  3.415678	  2.790191	  1.965832	  9.638070	  1.139920	
       201	  0.829056	  3.263516	  2.786907	  1.956280	  9.650558	  1.140028	
       202	  0.829074	  3.234623	  2.781525	  1.943935	  9.627374	  1.143493	
       203	  0.829093	  3.173956	  2.775554	  1.928853	  9.637725	  1.143898	
       204	  0.829111	  3.321642	  2.770440	  1.918593	  9.624058	  1.145373	
       205	  0.829129	  3.268258	  2.766896	  1.907115	  9.649469	  1.144894	
       206	  0.829147	  3.340964	  2.765326	  1.897444	  9.682267	  1.144942	
       207	  0.829165	  3.165631	  2.759543	  1.883563	  9.714477	  1.142421	
       208	  0.829183	  3.144578	  2.753450	  1.872031	  9.732325	  1.139814	
       209	  0.829202	  3.285409	  2.750911	  1.863437	  9.770643	  1.137458	
       210	  0.829220	  3.235775	  2.747502	  1.856663	  9.798541	  1.134139	
       211	  0.829238	  3.406105	  2.743391	  1.848644	  9.812516	  1.132370	
       212	  0.829256	  3.221584	  2.736834	  1.841122	  9.809323	  1.129247	
       213	  0.829274	  3.326986	  2.728531	  1.834833	  9.768292	  1.127575	
       214	  0.829292	  3.424114	  2.720695	  1.826883	  9.754547	  1.124353	
       215	  0.829311	  3.224546	  2.718142	  1.825136	  9.750474	  1.122726	
       216	  0.829329	  2.995736	  2.712484	  1.821544	  9.707256	  1.122933	
       217	  0.829347	  3.085212	  2.712043	  1.820779	  9.702818	  1.123380	
       218	  0.829365	  3.130704	  2.709199	  1.817074	  9.672431	  1.125708	
       219	  0.829383	  3.059004	  2.710027	  1.813822	  9.681208	  1.127781	
       220	  0.829401	  3.053905	  2.703356	  1.809648	  9.612237	  1.130157	
       221	  0.829420	  3.001487	  2.696008	  1.802776	  9.559514	  1.131507	
       222	  0.829438	  3.125557	  2.692010	  1.797121	  9.544183	  1.131880	
       223	  0.829456	  3.232389	  2.686360	  1.791845	  9.501218	  1.133232	
       224	  0.829474	  3.349349	  2.680138	  1.783735	  9.483832	  1.132611	
       225	  0.829492	  3.297949	  2.672847	  1.773076	  9.482727	  1.130326	
       226	  0.829511	  3.071417	  2.666121	  1.765723	  9.468277	  1.128232	
       227	  0.829529	  2.892113	  2.658941	  1.759253	  9.438243	  1.126861	
       228	  0.829547	  2.980325	  2.654920	  1.753835	  9.444111	  1.124535	
       229	  0.829565	  2.964529	  2.650312	  1.746628	  9.455987	  1.121915	
       230	  0.829583	  2.898531	  2.640974	  1.739530	  9.418329	  1.119105	
       231	  0.829601	  3.048221	  2.634832	  1.733151	  9.404078	  1.117116	
       232	  0.829620	  3.394017	  2.626392	  1.724835	  9.371830	  1.115616	
       233	  0.829638	  3.129239	  2.619514	  1.717774	  9.336505	  1.115678	
       234	  0.829656	  3.031409	  2.614025	  1.711652	  9.315125	  1.115237	
       235	  0.829674	  3.001523	  2.612470	  1.707203	  9.319805	  1.115622	
       236	  0.829692	  2.932662	  2.608315	  1.703500	  9.295083	  1.115708	
       237	  0.829710	  2.943430	  2.602746	  1.702764	  9.235638	  1.116204	
       238	  0.829729	  2.908001	  2.595668	  1.698226	  9.177127	  1.117200	
       239	  0.829747	  3.106434	  2.589191	  1.695202	  9.113839	  1.118585	
       240	  0.829765	  3.192264	  2.584938	  1.693711	  9.066595	  1.119891	
       241	  0.829783	  2.957536	  2.575171	  1.688757	  8.982217	  1.120971	
       242	  0.829801	  2.765736	  2.566760	  1.684234	  8.924822	  1.120184	
       243	  0.829819	  3.122315	  2.564027	  1.680327	  8.917007	  1.120215	
       244	  0.829838	  2.891527	  2.558121	  1.675527	  8.887096	  1.119459	
       245	  0.829856	  3.022465	  2.548904	  1.668058	  8.853327	  1.116627	
       246	  0.829874	  3.043735	  2.542727	  1.662164	  8.840456	  1.114093	
       247	  0.829892	  3.074932	  2.535766	  1.657618	  8.810820	  1.111733	
       248	  0.829910	  2.872768	  2.529714	  1.652145	  8.788600	  1.110272	
       249	  0.829928	  3.091358	  2.525355	  1.648762	  8.770672	  1.109083	
       250	  0.829947	  3.018525	  2.517600	  1.640862	  8.729530	  1.109451	
       251	  0.829965	  2.925419	  2.512046	  1.638686	  8.673783	  1.110710	
       252	  0.829983	  3.027768	  2.505447	  1.633196	  8.632538	  1.111009	
       253	  0.830001	  2.864774	  2.498765	  1.626418	  8.588718	  1.112447	
       254	  0.830019	  2.969167	  2.493094	  1.623070	  8.550316	  1.112164	
       255	  0.830037	  3.097059	  2.485201	  1.618290	  8.495071	  1.112106	
       256	  0.830056	  3.015878	  2.478202	  1.612252	  8.464593	  1.110884	
       257	  0.830074	  2.886365	  2.475181	  1.607650	  8.463435	  1.110172	
       258	  0.830092	  2.920033	  2.470143	  1.603451	  8.445895	  1.108608	
       259	  0.830110	  3.031347	  2.464708	  1.597498	  8.429683	  1.107569	
       260	  0.830128	  2.889981	  2.461432	  1.593329	  8.426791	  1.106442	
       261	  0.830146	  2.944065	  2.458043	  1.588828	  8.422369	  1.105605	
       262	  0.830165	  2.860009	  2.457643	  1.587965	  8.425614	  1.105241	
       263	  0.830183	  3.190148	  2.458132	  1.588307	  8.427848	  1.105369	
       264	  0.830201	  2.637194	  2.458205	  1.587018	  8.431000	  1.105967	
       265	  0.830219	  2.791969	  2.457872	  1.585255	  8.432777	  1.106534	
       266	  0.830237	  2.789928	  2.458981	  1.584367	  8.448046	  1.106657	
       267	  0.830255	  2.899339	  2.457895	  1.582063	  8.447871	  1.106842	
       268	  0.830274	  2.960995	  2.458425	  1.581728	  8.454387	  1.106943	
       269	  0.830292	  2.808040	  2.456831	  1.578348	  8.449702	  1.107805	
       270	  0.830310	  2.767666	  2.454509	  1.573650	  8.448566	  1.108153	
       271	  0.830328	  2.987392	  2.450898	  1.566454	  8.460481	  1.106815	
       272	  0.830346	  2.809177	  2.448200	  1.561882	  8.463721	  1.105995	
       273	  0.830364	  2.974128	  2.445487	  1.556769	  8.467851	  1.105437	
       274	  0.830383	  2.956258	  2.443153	  1.552408	  8.473067	  1.104714	
       275	  0.830401	  2.963463	  2.443434	  1.551143	  8.485006	  1.104447	
       276	  0.830419	  3.008844	  2.441139	  1.546725	  8.485282	  1.104483	
       277	  0.830437	  2.871384	  2.436568	  1.540561	  8.477765	  1.103701	
       278	  0.830455	  2.785399	  2.434819	  1.535437	  8.503918	  1.101618	
       279	  0.830473	  2.811368	  2.431602	  1.527041	  8.521324	  1.101095	
       280	  0.830492	  2.788374	  2.426385	  1.520542	  8.506238	  1.100693	
       281	  0.830510	  2.774293	  2.420215	  1.513047	  8.481859	  1.100942	
       282	  0.830528	  2.714168	  2.416653	  1.507380	  8.473305	  1.101369	
       283	  0.830546	  2.847148	  2.414445	  1.504971	  8.468832	  1.100704	
       284	  0.830564	  2.727439	  2.411698	  1.501954	  8.462385	  1.100007	
       285	  0.830582	  2.808894	  2.410361	  1.501758	  8.445986	  1.100461	
       286	  0.830601	  2.745567	  2.408572	  1.501311	  8.435688	  1.099675	
       287	  0.830619	  2.689360	  2.405919	  1.501875	  8.408977	  1.099103	
       288	  0.830637	  2.809798	  2.404062	  1.500300	  8.398667	  1.099071	
       289	  0.830655	  2.968290	  2.402573	  1.499875	  8.378387	  1.100011	
       290	  0.830673	  2.928058	  2.399591	  1.499621	  8.340304	  1.101124	
       291	  0.830691	  3.027948	  2.394187	  1.497425	  8.288904	  1.102126	
       292	  0.830710	  2.693370	  2.390156	  1.495516	  8.264474	  1.101218	
       293	  0.830728	  2.758934	  2.386410	  1.493260	  8.247902	  1.099914	
       294	  0.830746	  2.674636	  2.377255	  1.488201	  8.185803	  1.099309	
       295	  0.830764	  2.778524	  2.371295	  1.487504	  8.128200	  1.099315	
       296	  0.830782	  2.675586	  2.366546	  1.484221	  8.094979	  1.099664	
       297	  0.830800	  2.817676	  2.359434	  1.480584	  8.042191	  1.099655	
       298	  0.830819	  2.693073	  2.354114	  1.476934	  8.007215	  1.099744	
       299	  0.830837	  2.784509	  2.348907	  1.475333	  7.969159	  1.098874	
       300	  0.830855	  2.842484	  2.348450	  1.474558	  7.973007	  1.098280	
       301	  0.830873	  2.898532	  2.344535	  1.471297	  7.947521	  1.098761	
       302	  0.830891	  2.775011	  2.340618	  1.470155	  7.914932	  1.098625	
       303	  0.830909	  2.794112	  2.336732	  1.468239	  7.894533	  1.097420	
       304	  0.830928	  2.800171	  2.335153	  1.466631	  7.891200	  1.096867	
       305	  0.830946	  2.838429	  2.333530	  1.464648	  7.892299	  1.095916	
       306	  0.830964	  2.569461	  2.331358	  1.464519	  7.871568	  1.095834	
       307	  0.830982	  2.734969	  2.331412	  1.462731	  7.889394	  1.094774	
       308	  0.831000	  2.720680	  2.332879	  1.461147	  7.913336	  1.094720	
       309	  0.831018	  2.621512	  2.329426	  1.458430	  7.890306	  1.095110	
       310	  0.831037	  2.887106	  2.329014	  1.456293	  7.898914	  1.094956	
       311	  0.831055	  2.496329	  2.328261	  1.453179	  7.901813	  1.095870	
       312	  0.831073	  2.769437	  2.325674	  1.448348	  7.903550	  1.095661	
       313	  0.831091	  2.599525	  2.324417	  1.443845	  7.906778	  1.096897	
       314	  0.831109	  2.502117	  2.323068	  1.439156	  7.915960	  1.097324	
       315	  0.831127	  2.744834	  2.321717	  1.435064	  7.924454	  1.097389	
       316	  0.831146	  2.802872	  2.322198	  1.433119	  7.931406	  1.098627	
       317	  0.831164	  2.595657	  2.319028	  1.430010	  7.928117	  1.096975	
       318	  0.831182	  2.672632	  2.318014	  1.425809	  7.943690	  1.096641	
       319	  0.831200	  2.583937	  2.316585	  1.420770	  7.960239	  1.096249	
       320	  0.831218	  2.664368	  2.313666	  1.414630	  7.979410	  1.094245	
       321	  0.831236	  2.697316	  2.312295	  1.410156	  8.001612	  1.092747	
       322	  0.831255	  2.723874	  2.309959	  1.406968	  8.013082	  1.090344	
       323	  0.831273	  2.658916	  2.308294	  1.403841	  8.027333	  1.088482	
       324	  0.831291	  2.567447	  2.307092	  1.400869	  8.045606	  1.086619	
       325	  0.831309	  2.649618	  2.304594	  1.399209	  8.039183	  1.085243	
       326	  0.831327	  2.538468	  2.303071	  1.394937	  8.057162	  1.084008	
       327	  0.831345	  2.658656	  2.300610	  1.392064	  8.049083	  1.083876	
       328	  0.831364	  2.586306	  2.296732	  1.386647	  8.048528	  1.082724	
       329	  0.831382	  2.594370	  2.295544	  1.383002	  8.060742	  1.082277	
       330	  0.831400	  2.756281	  2.293279	  1.379159	  8.057977	  1.082489	
       331	  0.831418	  2.611963	  2.291659	  1.373730	  8.071621	  1.082679	
       332	  0.831436	  2.613160	  2.292669	  1.371723	  8.078885	  1.084758	
       333	  0.831454	  2.705905	  2.289401	  1.368189	  8.054347	  1.086261	
       334	  0.831473	  2.740780	  2.288549	  1.365676	  8.049313	  1.087762	
       335	  0.831491	  2.728383	  2.285578	  1.361439	  8.040594	  1.088122	
       336	  0.831509	  2.666928	  2.282181	  1.357998	  8.016497	  1.089329	
       337	  0.831527	  2.487416	  2.280240	  1.354591	  8.015099	  1.089504	
       338	  0.831545	  2.592883	  2.276914	  1.353309	  7.996613	  1.088279	
       339	  0.831563	  2.622999	  2.275329	  1.351176	  7.994789	  1.087986	
       340	  0.831582	  2.383760	  2.270776	  1.347756	  7.976013	  1.086781	
       341	  0.831600	  2.646465	  2.267553	  1.346533	  7.968017	  1.084214	
       342	  0.831618	  2.631897	  2.260552	  1.343281	  7.925507	  1.082588	
       343	  0.831636	  2.554393	  2.254458	  1.339733	  7.899317	  1.080276	
       344	  0.831654	  2.774126	  2.247421	  1.337378	  7.854798	  1.078150	
       345	  0.831672	  2.565390	  2.242437	  1.333427	  7.841612	  1.075984	
       346	  0.831691	  2.591250	  2.236060	  1.331125	  7.797344	  1.074748	
