Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       191	  0.828875	  2.217852	  1.589063	  1.000055	  4.007293	  1.001276	
       192	  0.828893	  2.377091	  1.588708	  1.000059	  4.004459	  1.001309	
       193	  0.828911	  2.131065	  1.588479	  1.000064	  4.002474	  1.001369	
       194	  0.828929	  2.219636	  1.588327	  1.000067	  4.001247	  1.001385	
       195	  0.828947	  2.202893	  1.588010	  1.000071	  3.998681	  1.001425	
       196	  0.828965	  2.281963	  1.587793	  1.000075	  3.996969	  1.001440	
       197	  0.828984	  2.192971	  1.587535	  1.000078	  3.994954	  1.001452	
       198	  0.829002	  2.153954	  1.587454	  1.000080	  3.994310	  1.001460	
       199	  0.829020	  2.187323	  1.587409	  1.000082	  3.993882	  1.001480	
       200	  0.829038	  2.235429	  1.587464	  1.000084	  3.994251	  1.001488	
       201	  0.829056	  2.234987	  1.587444	  1.000085	  3.994050	  1.001500	
       202	  0.829074	  2.167648	  1.587370	  1.000087	  3.993542	  1.001485	
       203	  0.829093	  2.108892	  1.587348	  1.000088	  3.993315	  1.001499	
       204	  0.829111	  2.191145	  1.587531	  1.000090	  3.994711	  1.001495	
       205	  0.829129	  2.311330	  1.587397	  1.000092	  3.993753	  1.001479	
       206	  0.829147	  2.273818	  1.587183	  1.000092	  3.992194	  1.001464	
       207	  0.829165	  2.194033	  1.587312	  1.000091	  3.993268	  1.001439	
       208	  0.829183	  2.152022	  1.587276	  1.000092	  3.993072	  1.001420	
       209	  0.829202	  2.292814	  1.587270	  1.000092	  3.993099	  1.001403	
       210	  0.829220	  2.200834	  1.587190	  1.000092	  3.992576	  1.001381	
       211	  0.829238	  2.196017	  1.587227	  1.000091	  3.992957	  1.001356	
       212	  0.829256	  2.224074	  1.587077	  1.000090	  3.991872	  1.001346	
       213	  0.829274	  2.257260	  1.586779	  1.000089	  3.989752	  1.001314	
       214	  0.829292	  2.273963	  1.586866	  1.000088	  3.990537	  1.001282	
       215	  0.829311	  2.153354	  1.586756	  1.000086	  3.989754	  1.001273	
